Case_ID,Timestamp,Activity
case_id2105434724,2024-10-01T23:13:09+01:00,B
case_id2105434724,2024-10-01T23:13:09+01:00,A
case_id99427426,2024-10-01T23:13:09+01:00,a
case_id99427426,2024-10-01T23:13:09+01:00,D
case_id99427426,2024-10-01T23:13:09+01:00,b
case_id99427426,2024-10-01T23:13:09+01:00,c
case_id99427426,2024-10-01T23:13:09+01:00,C
case_id99427426,2024-10-01T23:13:09+01:00,d
case_id99427426,2024-10-01T23:13:09+01:00,B
case_id99427426,2024-10-01T23:13:09+01:00,A
case_id250863393,2024-10-01T23:13:09+01:00,a
case_id250863393,2024-10-01T23:13:09+01:00,D
case_id250863393,2024-10-01T23:13:09+01:00,b
case_id250863393,2024-10-01T23:13:09+01:00,c
case_id250863393,2024-10-01T23:13:09+01:00,C
case_id250863393,2024-10-01T23:13:09+01:00,d
case_id250863393,2024-10-01T23:13:09+01:00,B
case_id250863393,2024-10-01T23:13:09+01:00,A
case_id157168206,2024-10-01T23:13:09+01:00,a
case_id157168206,2024-10-01T23:13:09+01:00,D
case_id157168206,2024-10-01T23:13:09+01:00,b
case_id157168206,2024-10-01T23:13:09+01:00,c
case_id157168206,2024-10-01T23:13:09+01:00,C
case_id157168206,2024-10-01T23:13:09+01:00,d
case_id157168206,2024-10-01T23:13:09+01:00,B
case_id157168206,2024-10-01T23:13:09+01:00,A
case_id1274923199,2024-10-01T23:13:09+01:00,a
case_id1274923199,2024-10-01T23:13:09+01:00,D
case_id1274923199,2024-10-01T23:13:09+01:00,b
case_id1274923199,2024-10-01T23:13:09+01:00,c
case_id1274923199,2024-10-01T23:13:09+01:00,C
case_id1274923199,2024-10-01T23:13:09+01:00,d
case_id1274923199,2024-10-01T23:13:09+01:00,B
case_id1274923199,2024-10-01T23:13:09+01:00,A
case_id80140955,2024-10-01T23:13:09+01:00,a
case_id80140955,2024-10-01T23:13:09+01:00,D
case_id80140955,2024-10-01T23:13:09+01:00,b
case_id80140955,2024-10-01T23:13:09+01:00,c
case_id80140955,2024-10-01T23:13:09+01:00,C
case_id80140955,2024-10-01T23:13:09+01:00,d
case_id80140955,2024-10-01T23:13:09+01:00,B
case_id80140955,2024-10-01T23:13:09+01:00,A
case_id1402313175,2024-10-01T23:13:09+01:00,a
case_id1402313175,2024-10-01T23:13:09+01:00,D
case_id1402313175,2024-10-01T23:13:09+01:00,b
case_id1402313175,2024-10-01T23:13:09+01:00,c
case_id1402313175,2024-10-01T23:13:09+01:00,C
case_id1402313175,2024-10-01T23:13:09+01:00,d
case_id1402313175,2024-10-01T23:13:09+01:00,B
case_id1402313175,2024-10-01T23:13:09+01:00,A
case_id99082378,2024-10-01T23:13:09+01:00,a
case_id99082378,2024-10-01T23:13:09+01:00,D
case_id99082378,2024-10-01T23:13:09+01:00,b
case_id99082378,2024-10-01T23:13:09+01:00,c
case_id99082378,2024-10-01T23:13:09+01:00,C
case_id99082378,2024-10-01T23:13:09+01:00,d
case_id99082378,2024-10-01T23:13:09+01:00,B
case_id99082378,2024-10-01T23:13:09+01:00,A
case_id406421817,2024-10-01T23:13:09+01:00,a
case_id406421817,2024-10-01T23:13:09+01:00,D
case_id406421817,2024-10-01T23:13:09+01:00,b
case_id406421817,2024-10-01T23:13:09+01:00,c
case_id406421817,2024-10-01T23:13:09+01:00,C
case_id406421817,2024-10-01T23:13:09+01:00,d
case_id406421817,2024-10-01T23:13:09+01:00,B
case_id406421817,2024-10-01T23:13:09+01:00,A
case_id346984834,2024-10-01T23:13:09+01:00,a
case_id346984834,2024-10-01T23:13:09+01:00,D
case_id346984834,2024-10-01T23:13:09+01:00,b
case_id346984834,2024-10-01T23:13:09+01:00,c
case_id346984834,2024-10-01T23:13:09+01:00,C
case_id346984834,2024-10-01T23:13:09+01:00,d
case_id346984834,2024-10-01T23:13:09+01:00,B
case_id346984834,2024-10-01T23:13:09+01:00,A
case_id83861885,2024-10-01T23:13:09+01:00,a
case_id83861885,2024-10-01T23:13:09+01:00,D
case_id83861885,2024-10-01T23:13:09+01:00,b
case_id83861885,2024-10-01T23:13:09+01:00,c
case_id83861885,2024-10-01T23:13:09+01:00,C
case_id83861885,2024-10-01T23:13:09+01:00,d
case_id83861885,2024-10-01T23:13:09+01:00,B
case_id83861885,2024-10-01T23:13:09+01:00,A
case_id2086774647,2024-10-01T23:13:09+01:00,a
case_id2086774647,2024-10-01T23:13:09+01:00,D
case_id2086774647,2024-10-01T23:13:09+01:00,b
case_id2086774647,2024-10-01T23:13:09+01:00,c
case_id2086774647,2024-10-01T23:13:09+01:00,C
case_id2086774647,2024-10-01T23:13:09+01:00,d
case_id2086774647,2024-10-01T23:13:09+01:00,B
case_id2086774647,2024-10-01T23:13:09+01:00,A
case_id1027346745,2024-10-01T23:13:09+01:00,a
case_id1027346745,2024-10-01T23:13:09+01:00,D
case_id1027346745,2024-10-01T23:13:09+01:00,b
case_id1027346745,2024-10-01T23:13:09+01:00,c
case_id1027346745,2024-10-01T23:13:09+01:00,C
case_id1027346745,2024-10-01T23:13:09+01:00,d
case_id1027346745,2024-10-01T23:13:09+01:00,B
case_id1027346745,2024-10-01T23:13:09+01:00,A
case_id384915091,2024-10-01T23:13:09+01:00,a
case_id384915091,2024-10-01T23:13:09+01:00,D
case_id384915091,2024-10-01T23:13:09+01:00,b
case_id384915091,2024-10-01T23:13:09+01:00,c
case_id384915091,2024-10-01T23:13:09+01:00,C
case_id384915091,2024-10-01T23:13:09+01:00,d
case_id384915091,2024-10-01T23:13:09+01:00,B
case_id384915091,2024-10-01T23:13:09+01:00,A
case_id1115473357,2024-10-01T23:13:09+01:00,a
case_id1115473357,2024-10-01T23:13:09+01:00,D
case_id1115473357,2024-10-01T23:13:09+01:00,b
case_id1115473357,2024-10-01T23:13:09+01:00,c
case_id1115473357,2024-10-01T23:13:09+01:00,C
case_id1115473357,2024-10-01T23:13:09+01:00,d
case_id1115473357,2024-10-01T23:13:09+01:00,B
case_id1115473357,2024-10-01T23:13:09+01:00,A
case_id1374515146,2024-10-01T23:13:09+01:00,a
case_id1374515146,2024-10-01T23:13:09+01:00,D
case_id1374515146,2024-10-01T23:13:09+01:00,b
case_id1374515146,2024-10-01T23:13:09+01:00,c
case_id1374515146,2024-10-01T23:13:09+01:00,C
case_id1374515146,2024-10-01T23:13:09+01:00,d
case_id1374515146,2024-10-01T23:13:09+01:00,B
case_id1374515146,2024-10-01T23:13:09+01:00,A
case_id1161185011,2024-10-01T23:13:09+01:00,a
case_id1161185011,2024-10-01T23:13:09+01:00,D
case_id1161185011,2024-10-01T23:13:09+01:00,b
case_id1161185011,2024-10-01T23:13:09+01:00,c
case_id1161185011,2024-10-01T23:13:09+01:00,C
case_id1161185011,2024-10-01T23:13:09+01:00,d
case_id1161185011,2024-10-01T23:13:09+01:00,B
case_id1161185011,2024-10-01T23:13:09+01:00,A
case_id201884353,2024-10-01T23:13:09+01:00,a
case_id201884353,2024-10-01T23:13:09+01:00,D
case_id201884353,2024-10-01T23:13:09+01:00,b
case_id201884353,2024-10-01T23:13:09+01:00,c
case_id201884353,2024-10-01T23:13:09+01:00,C
case_id201884353,2024-10-01T23:13:09+01:00,d
case_id201884353,2024-10-01T23:13:09+01:00,B
case_id201884353,2024-10-01T23:13:09+01:00,A
case_id861729424,2024-10-01T23:13:09+01:00,a
case_id861729424,2024-10-01T23:13:09+01:00,D
case_id861729424,2024-10-01T23:13:09+01:00,b
case_id861729424,2024-10-01T23:13:09+01:00,c
case_id861729424,2024-10-01T23:13:09+01:00,C
case_id861729424,2024-10-01T23:13:09+01:00,d
case_id861729424,2024-10-01T23:13:09+01:00,B
case_id861729424,2024-10-01T23:13:09+01:00,A
case_id681995645,2024-10-01T23:13:09+01:00,a
case_id681995645,2024-10-01T23:13:09+01:00,D
case_id681995645,2024-10-01T23:13:09+01:00,b
case_id681995645,2024-10-01T23:13:09+01:00,c
case_id681995645,2024-10-01T23:13:09+01:00,C
case_id681995645,2024-10-01T23:13:09+01:00,d
case_id681995645,2024-10-01T23:13:09+01:00,B
case_id681995645,2024-10-01T23:13:09+01:00,A
case_id2143489317,2024-10-01T23:13:09+01:00,a
case_id2143489317,2024-10-01T23:13:09+01:00,D
case_id2143489317,2024-10-01T23:13:09+01:00,b
case_id2143489317,2024-10-01T23:13:09+01:00,c
case_id2143489317,2024-10-01T23:13:09+01:00,C
case_id2143489317,2024-10-01T23:13:09+01:00,d
case_id2143489317,2024-10-01T23:13:09+01:00,B
case_id2143489317,2024-10-01T23:13:09+01:00,A
case_id420518319,2024-10-01T23:13:09+01:00,a
case_id420518319,2024-10-01T23:13:09+01:00,D
case_id420518319,2024-10-01T23:13:09+01:00,b
case_id420518319,2024-10-01T23:13:09+01:00,c
case_id420518319,2024-10-01T23:13:09+01:00,C
case_id420518319,2024-10-01T23:13:09+01:00,d
case_id420518319,2024-10-01T23:13:09+01:00,B
case_id420518319,2024-10-01T23:13:09+01:00,A
case_id725108097,2024-10-01T23:13:09+01:00,a
case_id725108097,2024-10-01T23:13:09+01:00,D
case_id725108097,2024-10-01T23:13:09+01:00,b
case_id725108097,2024-10-01T23:13:09+01:00,c
case_id725108097,2024-10-01T23:13:09+01:00,C
case_id725108097,2024-10-01T23:13:09+01:00,d
case_id725108097,2024-10-01T23:13:09+01:00,B
case_id725108097,2024-10-01T23:13:09+01:00,A
case_id1675632833,2024-10-01T23:13:09+01:00,a
case_id1675632833,2024-10-01T23:13:09+01:00,D
case_id1675632833,2024-10-01T23:13:09+01:00,b
case_id1675632833,2024-10-01T23:13:09+01:00,c
case_id1675632833,2024-10-01T23:13:09+01:00,C
case_id1675632833,2024-10-01T23:13:09+01:00,d
case_id1675632833,2024-10-01T23:13:09+01:00,B
case_id1675632833,2024-10-01T23:13:09+01:00,A
case_id2077474979,2024-10-01T23:13:09+01:00,a
case_id2077474979,2024-10-01T23:13:09+01:00,D
case_id2077474979,2024-10-01T23:13:09+01:00,b
case_id2077474979,2024-10-01T23:13:09+01:00,c
case_id2077474979,2024-10-01T23:13:09+01:00,C
case_id2077474979,2024-10-01T23:13:09+01:00,d
case_id2077474979,2024-10-01T23:13:09+01:00,B
case_id2077474979,2024-10-01T23:13:09+01:00,A
case_id1999338098,2024-10-01T23:13:09+01:00,a
case_id1999338098,2024-10-01T23:13:09+01:00,D
case_id1999338098,2024-10-01T23:13:09+01:00,b
case_id1999338098,2024-10-01T23:13:09+01:00,c
case_id1999338098,2024-10-01T23:13:09+01:00,C
case_id1999338098,2024-10-01T23:13:09+01:00,d
case_id1999338098,2024-10-01T23:13:09+01:00,B
case_id1999338098,2024-10-01T23:13:09+01:00,A
case_id1114597690,2024-10-01T23:13:09+01:00,a
case_id1114597690,2024-10-01T23:13:09+01:00,D
case_id1114597690,2024-10-01T23:13:09+01:00,b
case_id1114597690,2024-10-01T23:13:09+01:00,c
case_id1114597690,2024-10-01T23:13:09+01:00,C
case_id1114597690,2024-10-01T23:13:09+01:00,d
case_id1114597690,2024-10-01T23:13:09+01:00,B
case_id1114597690,2024-10-01T23:13:09+01:00,A
case_id1803366116,2024-10-01T23:13:09+01:00,a
case_id1803366116,2024-10-01T23:13:09+01:00,D
case_id1803366116,2024-10-01T23:13:09+01:00,b
case_id1803366116,2024-10-01T23:13:09+01:00,c
case_id1803366116,2024-10-01T23:13:09+01:00,C
case_id1803366116,2024-10-01T23:13:09+01:00,d
case_id1803366116,2024-10-01T23:13:09+01:00,B
case_id1803366116,2024-10-01T23:13:09+01:00,A
case_id1583846697,2024-10-01T23:13:09+01:00,a
case_id1583846697,2024-10-01T23:13:09+01:00,D
case_id1583846697,2024-10-01T23:13:09+01:00,b
case_id1583846697,2024-10-01T23:13:09+01:00,c
case_id1583846697,2024-10-01T23:13:09+01:00,C
case_id1583846697,2024-10-01T23:13:09+01:00,d
case_id1583846697,2024-10-01T23:13:09+01:00,B
case_id1583846697,2024-10-01T23:13:09+01:00,A
case_id1274645760,2024-10-01T23:13:09+01:00,a
case_id1274645760,2024-10-01T23:13:09+01:00,D
case_id1274645760,2024-10-01T23:13:09+01:00,b
case_id1274645760,2024-10-01T23:13:09+01:00,c
case_id1274645760,2024-10-01T23:13:09+01:00,C
case_id1274645760,2024-10-01T23:13:09+01:00,d
case_id1274645760,2024-10-01T23:13:09+01:00,B
case_id1274645760,2024-10-01T23:13:09+01:00,A
case_id895286722,2024-10-01T23:13:09+01:00,a
case_id895286722,2024-10-01T23:13:09+01:00,D
case_id895286722,2024-10-01T23:13:09+01:00,b
case_id895286722,2024-10-01T23:13:09+01:00,c
case_id895286722,2024-10-01T23:13:09+01:00,C
case_id895286722,2024-10-01T23:13:09+01:00,d
case_id895286722,2024-10-01T23:13:09+01:00,B
case_id895286722,2024-10-01T23:13:09+01:00,A
case_id209064865,2024-10-01T23:13:09+01:00,a
case_id209064865,2024-10-01T23:13:09+01:00,D
case_id209064865,2024-10-01T23:13:09+01:00,b
case_id209064865,2024-10-01T23:13:09+01:00,c
case_id209064865,2024-10-01T23:13:09+01:00,C
case_id209064865,2024-10-01T23:13:09+01:00,d
case_id209064865,2024-10-01T23:13:09+01:00,B
case_id209064865,2024-10-01T23:13:09+01:00,A
case_id1429802235,2024-10-01T23:13:09+01:00,a
case_id1429802235,2024-10-01T23:13:09+01:00,D
case_id1429802235,2024-10-01T23:13:09+01:00,b
case_id1429802235,2024-10-01T23:13:09+01:00,c
case_id1429802235,2024-10-01T23:13:09+01:00,C
case_id1429802235,2024-10-01T23:13:09+01:00,d
case_id1429802235,2024-10-01T23:13:09+01:00,B
case_id1429802235,2024-10-01T23:13:09+01:00,A
case_id102952400,2024-10-01T23:13:09+01:00,a
case_id102952400,2024-10-01T23:13:09+01:00,D
case_id102952400,2024-10-01T23:13:09+01:00,b
case_id102952400,2024-10-01T23:13:09+01:00,c
case_id102952400,2024-10-01T23:13:09+01:00,C
case_id102952400,2024-10-01T23:13:09+01:00,d
case_id102952400,2024-10-01T23:13:09+01:00,B
case_id102952400,2024-10-01T23:13:09+01:00,A
case_id1007549525,2024-10-01T23:13:09+01:00,a
case_id1007549525,2024-10-01T23:13:09+01:00,D
case_id1007549525,2024-10-01T23:13:09+01:00,b
case_id1007549525,2024-10-01T23:13:09+01:00,c
case_id1007549525,2024-10-01T23:13:09+01:00,C
case_id1007549525,2024-10-01T23:13:09+01:00,d
case_id1007549525,2024-10-01T23:13:09+01:00,B
case_id1007549525,2024-10-01T23:13:09+01:00,A
case_id798302941,2024-10-01T23:13:09+01:00,a
case_id798302941,2024-10-01T23:13:09+01:00,D
case_id798302941,2024-10-01T23:13:09+01:00,b
case_id798302941,2024-10-01T23:13:09+01:00,c
case_id798302941,2024-10-01T23:13:09+01:00,C
case_id798302941,2024-10-01T23:13:09+01:00,d
case_id798302941,2024-10-01T23:13:09+01:00,B
case_id798302941,2024-10-01T23:13:09+01:00,A
case_id745223559,2024-10-01T23:13:09+01:00,a
case_id745223559,2024-10-01T23:13:09+01:00,D
case_id745223559,2024-10-01T23:13:09+01:00,b
case_id745223559,2024-10-01T23:13:09+01:00,c
case_id745223559,2024-10-01T23:13:09+01:00,C
case_id745223559,2024-10-01T23:13:09+01:00,d
case_id745223559,2024-10-01T23:13:09+01:00,B
case_id745223559,2024-10-01T23:13:09+01:00,A
case_id1411092731,2024-10-01T23:13:09+01:00,a
case_id1411092731,2024-10-01T23:13:09+01:00,D
case_id1411092731,2024-10-01T23:13:09+01:00,b
case_id1411092731,2024-10-01T23:13:09+01:00,c
case_id1411092731,2024-10-01T23:13:09+01:00,C
case_id1411092731,2024-10-01T23:13:09+01:00,d
case_id1411092731,2024-10-01T23:13:09+01:00,B
case_id1411092731,2024-10-01T23:13:09+01:00,A
case_id1212099667,2024-10-01T23:13:09+01:00,a
case_id1212099667,2024-10-01T23:13:09+01:00,D
case_id1212099667,2024-10-01T23:13:09+01:00,b
case_id1212099667,2024-10-01T23:13:09+01:00,c
case_id1212099667,2024-10-01T23:13:09+01:00,C
case_id1212099667,2024-10-01T23:13:09+01:00,d
case_id1212099667,2024-10-01T23:13:09+01:00,B
case_id1212099667,2024-10-01T23:13:09+01:00,A
case_id1958900746,2024-10-01T23:13:09+01:00,a
case_id1958900746,2024-10-01T23:13:09+01:00,D
case_id1958900746,2024-10-01T23:13:09+01:00,b
case_id1958900746,2024-10-01T23:13:09+01:00,c
case_id1958900746,2024-10-01T23:13:09+01:00,C
case_id1958900746,2024-10-01T23:13:09+01:00,d
case_id1958900746,2024-10-01T23:13:09+01:00,B
case_id1958900746,2024-10-01T23:13:09+01:00,A
case_id1605735263,2024-10-01T23:13:09+01:00,a
case_id1605735263,2024-10-01T23:13:09+01:00,D
case_id1605735263,2024-10-01T23:13:09+01:00,b
case_id1605735263,2024-10-01T23:13:09+01:00,c
case_id1605735263,2024-10-01T23:13:09+01:00,C
case_id1605735263,2024-10-01T23:13:09+01:00,d
case_id1605735263,2024-10-01T23:13:09+01:00,B
case_id1605735263,2024-10-01T23:13:09+01:00,A
case_id1616923983,2024-10-01T23:13:09+01:00,a
case_id1616923983,2024-10-01T23:13:09+01:00,D
case_id1616923983,2024-10-01T23:13:09+01:00,b
case_id1616923983,2024-10-01T23:13:09+01:00,c
case_id1616923983,2024-10-01T23:13:09+01:00,C
case_id1616923983,2024-10-01T23:13:09+01:00,d
case_id1616923983,2024-10-01T23:13:09+01:00,B
case_id1616923983,2024-10-01T23:13:09+01:00,A
case_id2082257062,2024-10-01T23:13:09+01:00,a
case_id2082257062,2024-10-01T23:13:09+01:00,D
case_id2082257062,2024-10-01T23:13:09+01:00,b
case_id2082257062,2024-10-01T23:13:09+01:00,c
case_id2082257062,2024-10-01T23:13:09+01:00,C
case_id2082257062,2024-10-01T23:13:09+01:00,d
case_id2082257062,2024-10-01T23:13:09+01:00,B
case_id2082257062,2024-10-01T23:13:09+01:00,A
case_id243467833,2024-10-01T23:13:09+01:00,a
case_id243467833,2024-10-01T23:13:09+01:00,D
case_id243467833,2024-10-01T23:13:09+01:00,b
case_id243467833,2024-10-01T23:13:09+01:00,c
case_id243467833,2024-10-01T23:13:09+01:00,C
case_id243467833,2024-10-01T23:13:09+01:00,d
case_id243467833,2024-10-01T23:13:09+01:00,B
case_id243467833,2024-10-01T23:13:09+01:00,A
case_id936654560,2024-10-01T23:13:09+01:00,a
case_id936654560,2024-10-01T23:13:09+01:00,D
case_id936654560,2024-10-01T23:13:09+01:00,b
case_id936654560,2024-10-01T23:13:09+01:00,c
case_id936654560,2024-10-01T23:13:09+01:00,C
case_id936654560,2024-10-01T23:13:09+01:00,d
case_id936654560,2024-10-01T23:13:09+01:00,B
case_id936654560,2024-10-01T23:13:09+01:00,A
case_id1673548475,2024-10-01T23:13:09+01:00,a
case_id1673548475,2024-10-01T23:13:09+01:00,D
case_id1673548475,2024-10-01T23:13:09+01:00,b
case_id1673548475,2024-10-01T23:13:09+01:00,c
case_id1673548475,2024-10-01T23:13:09+01:00,C
case_id1673548475,2024-10-01T23:13:09+01:00,d
case_id1673548475,2024-10-01T23:13:09+01:00,B
case_id1673548475,2024-10-01T23:13:09+01:00,A
case_id283121789,2024-10-01T23:13:09+01:00,a
case_id283121789,2024-10-01T23:13:09+01:00,D
case_id283121789,2024-10-01T23:13:09+01:00,b
case_id283121789,2024-10-01T23:13:09+01:00,c
case_id283121789,2024-10-01T23:13:09+01:00,C
case_id283121789,2024-10-01T23:13:09+01:00,d
case_id283121789,2024-10-01T23:13:09+01:00,B
case_id283121789,2024-10-01T23:13:09+01:00,A
case_id1903975128,2024-10-01T23:13:09+01:00,a
case_id1903975128,2024-10-01T23:13:09+01:00,D
case_id1903975128,2024-10-01T23:13:09+01:00,b
case_id1903975128,2024-10-01T23:13:09+01:00,c
case_id1903975128,2024-10-01T23:13:09+01:00,C
case_id1903975128,2024-10-01T23:13:09+01:00,d
case_id1903975128,2024-10-01T23:13:09+01:00,B
case_id1903975128,2024-10-01T23:13:09+01:00,A
case_id1749887525,2024-10-01T23:13:09+01:00,a
case_id1749887525,2024-10-01T23:13:09+01:00,D
case_id1749887525,2024-10-01T23:13:09+01:00,b
case_id1749887525,2024-10-01T23:13:09+01:00,c
case_id1749887525,2024-10-01T23:13:09+01:00,C
case_id1749887525,2024-10-01T23:13:09+01:00,d
case_id1749887525,2024-10-01T23:13:09+01:00,B
case_id1749887525,2024-10-01T23:13:09+01:00,A
case_id1036907207,2024-10-01T23:13:09+01:00,a
case_id1036907207,2024-10-01T23:13:09+01:00,D
case_id1036907207,2024-10-01T23:13:09+01:00,b
case_id1036907207,2024-10-01T23:13:09+01:00,c
case_id1036907207,2024-10-01T23:13:09+01:00,C
case_id1036907207,2024-10-01T23:13:09+01:00,d
